,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
23,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2014,157 km2,3466.67 ha,22.1 %,7 Broj,1149 Broj,65440 Broj,180455 Broj,85114 Broj,95341 Broj,0.89 Odnos,1.12 Odnos,12869 Broj,7.1 %,13671 Broj,7.6 %,6923 Broj,3.8 %,148798 Broj,82.5 %,31696 Broj,17.6 %,123690 Broj,68.5 %,43764 Broj,24.3 %,30225 Broj,16.7 %,41.64 Broj,124.2 Indeks,1891 Broj,10.48 ‰,2060 Broj,11.42 ‰,14 Broj,7.4 ‰,-169 Broj,-0.94 ‰,91.8 Indeks,1.4 Koeficijent,74 Broj,78.9 Broj,45.9 Broj,21.5 Broj,24.4 Broj,971 Broj,66 Broj,14.7 Broj,-182 Broj,0 km,0 km,47914 Broj,266 Broj,0 Broj,0 %,0 Broj,0 %,275 Broj,1.5 Broj,52.4 %,46.7 %
24,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2015,157 km2,3466.67 ha,22.1 %,7 Broj,1142 Broj,65440 Broj,179293 Broj,84501 Broj,94792 Broj,0.89 Odnos,1.12 Odnos,12299 Broj,6.9 %,13608 Broj,7.6 %,6704 Broj,3.7 %,148432 Broj,82.8 %,30798 Broj,17.2 %,122152 Broj,68.1 %,43399 Broj,24.2 %,31234 Broj,17.4 %,41.98 Broj,130.4 Indeks,1797 Broj,10.02 ‰,2086 Broj,11.63 ‰,9 Broj,5 ‰,-289 Broj,-1.61 ‰,86.15 Indeks,1.33 Koeficijent,74.2 Broj,78.9 Broj,46.8 Broj,21.2 Broj,25.6 Broj,915 Broj,329 Broj,2.8 Broj,-1686 Broj,0 km,0 km,48741 Broj,272 Broj,0 Broj,0 %,0 Broj,0 %,151 Broj,0.8 Broj,52.4 %,46.7 %
25,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2016,157 km2,3466.67 ha,22.1 %,7 Broj,1134 Broj,65440 Broj,178009 Broj,83861 Broj,94148 Broj,0.89 Odnos,1.12 Odnos,11623 Broj,6.5 %,13486 Broj,7.6 %,6583 Broj,3.7 %,147969 Broj,83.1 %,30068 Broj,16.9 %,120776 Broj,67.8 %,43034 Broj,24.2 %,32124 Broj,18 %,42.35 Broj,136.4 Indeks,1765 Broj,9.92 ‰,2114 Broj,11.88 ‰,11 Broj,6.2 ‰,-349 Broj,-1.96 ‰,83.49 Indeks,1.34 Koeficijent,74.3 Broj,78.9 Broj,47.4 Broj,20.8 Broj,26.6 Broj,892 Broj,268 Broj,3.3 Broj,-242 Broj,0 km,0 km,50370 Broj,283 Broj,0 Broj,0 %,0 Broj,0 %,103 Broj,0.6 Broj,51.6 %,33.3 %
26,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2017,157 km2,3465.54 ha,22.1 %,7 Broj,1131 Broj,65440 Broj,177586 Broj,83634 Broj,93952 Broj,0.89 Odnos,1.12 Odnos,11525 Broj,6.5 %,13426 Broj,7.6 %,6652 Broj,3.7 %,147571 Broj,83.1 %,29489 Broj,16.6 %,119682 Broj,67.4 %,42689 Broj,24 %,32953 Broj,18.6 %,42.55 Broj,138.9 Indeks,1855 Broj,10.45 ‰,2108 Broj,11.87 ‰,8 Broj,4.3 ‰,-253 Broj,-1.42 ‰,88 Indeks,1.44 Koeficijent,74.6 Broj,79.1 Broj,48.4 Broj,20.8 Broj,27.5 Broj,909 Broj,193 Broj,4.7 Broj,-2 Broj,0 km,0 km,52315 Broj,295 Broj,0 Broj,0 %,0 Broj,0 %,338 Broj,1.9 Broj,51.6 %,33.3 %
27,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2018,157 km2,3465.54 ha,22.1 %,7 Broj,1130 Broj,65440 Broj,177338 Broj,83515 Broj,93823 Broj,0.89 Odnos,1.12 Odnos,11467 Broj,6.5 %,13517 Broj,7.6 %,6712 Broj,3.8 %,147257 Broj,83 %,28844 Broj,16.3 %,118449 Broj,66.8 %,42326 Broj,23.9 %,33905 Broj,19.1 %,42.72 Broj,140 Indeks,1837 Broj,10.36 ‰,2204 Broj,12.43 ‰,13 Broj,7.1 ‰,-367 Broj,-2.07 ‰,83.35 Indeks,1.44 Koeficijent,74.7 Broj,79 Broj,49.7 Broj,21.1 Broj,28.6 Broj,897 Broj,281 Broj,3.2 Broj,124 Broj,0 km,0 km,53305 Broj,301 Broj,0 Broj,0 %,0 Broj,0 %,324 Broj,1.8 Broj,51.6 %,33.3 %
28,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2019,157 km2,3465.54 ha,22.1 %,7 Broj,1128 Broj,65440 Broj,177108 Broj,83425 Broj,93683 Broj,0.89 Odnos,1.12 Odnos,11459 Broj,6.5 %,13666 Broj,7.7 %,6723 Broj,3.8 %,146955 Broj,83 %,28334 Broj,16 %,117073 Broj,66.1 %,41949 Broj,23.7 %,34910 Broj,19.7 %,42.87 Broj,140.5 Indeks,1849 Broj,10.44 ‰,2127 Broj,12.01 ‰,7 Broj,3.8 ‰,-278 Broj,-1.57 ‰,86.93 Indeks,1.48 Koeficijent,74.9 Broj,79.2 Broj,51.3 Broj,21.5 Broj,29.8 Broj,964 Broj,297 Broj,3.2 Broj,61 Broj,0 km,0 km,55373 Broj,313 Broj,0 Broj,0 %,0 Broj,0 %,360 Broj,2 Broj,51.6 %,33.3 %
29,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2020,157 km2,3571.77 ha,22.8 %,7 Broj,1124 Broj,65440 Broj,176429 Broj,83080 Broj,93349 Broj,0.89 Odnos,1.12 Odnos,11464 Broj,6.5 %,13704 Broj,7.8 %,6669 Broj,3.8 %,146325 Broj,82.9 %,27876 Broj,15.8 %,115739 Broj,65.6 %,41535 Broj,23.5 %,35522 Broj,20.1 %,42.93 Broj,140.5 Indeks,1735 Broj,9.83 ‰,2607 Broj,14.78 ‰,4 Broj,2.3 ‰,-872 Broj,-4.94 ‰,66.55 Indeks,1.42 Koeficijent,74.4 Broj,78.8 Broj,52.4 Broj,21.7 Broj,30.7 Broj,642 Broj,233 Broj,2.8 Broj,-267 Broj,0 km,0 km,57413 Broj,325 Broj,0 Broj,0 %,0 Broj,0 %,314 Broj,1.8 Broj,38.9 %,42.2 %
30,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2011,300 km2,2480.35 ha,8.3 %,15 Broj,279 Broj,27134 Broj,83633 Broj,41523 Broj,42110 Broj,0.99 Odnos,1.01 Odnos,6279 Broj,7.5 %,6836 Broj,8.2 %,3690 Broj,4.4 %,67783 Broj,81 %,16461 Broj,19.7 %,59207 Broj,70.8 %,19563 Broj,23.4 %,11311 Broj,13.5 %,40.06 Broj,99.1 Indeks,879 Broj,10.51 ‰,840 Broj,10.04 ‰,5 Broj,5.7 ‰,39 Broj,0.47 ‰,104.64 Indeks,1.47 Koeficijent,72.5 Broj,77.7 Broj,41.3 Broj,22.2 Broj,19.1 Broj,448 Broj,94 Broj,4.8 Broj,774 Broj,0 km,0 km,18619 Broj,223 Broj,0 Broj,0 %,0 Broj,0 %,89 Broj,1.1 Broj,59.4 %,22.9 %
31,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2012,300 km2,2480.35 ha,8.3 %,15 Broj,281 Broj,27134 Broj,84352 Broj,41868 Broj,42484 Broj,0.99 Odnos,1.01 Odnos,6396 Broj,7.6 %,6903 Broj,8.2 %,3623 Broj,4.3 %,68364 Broj,81 %,16258 Broj,19.3 %,59301 Broj,70.3 %,19603 Broj,23.2 %,11752 Broj,13.9 %,40.22 Broj,103.1 Indeks,934 Broj,11.07 ‰,924 Broj,10.95 ‰,4 Broj,4.3 ‰,10 Broj,0.12 ‰,101.08 Indeks,1.56 Koeficijent,73.1 Broj,78.3 Broj,42.2 Broj,22.4 Broj,19.8 Broj,419 Broj,83 Broj,5 Broj,613 Broj,0 km,0 km,19327 Broj,229 Broj,0 Broj,0 %,0 Broj,0 %,185 Broj,2.2 Broj,54.5 %,31.4 %
32,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2013,300 km2,2480.35 ha,8.3 %,15 Broj,283 Broj,27134 Broj,84833 Broj,42101 Broj,42732 Broj,0.99 Odnos,1.01 Odnos,6419 Broj,7.6 %,6996 Broj,8.2 %,3579 Broj,4.2 %,68787 Broj,81.1 %,15969 Broj,18.8 %,58994 Broj,69.5 %,19573 Broj,23.1 %,12424 Broj,14.6 %,40.44 Broj,107.6 Indeks,819 Broj,9.65 ‰,835 Broj,9.84 ‰,5 Broj,6.1 ‰,-16 Broj,-0.19 ‰,98.08 Indeks,1.37 Koeficijent,73.4 Broj,78.7 Broj,43.8 Broj,22.7 Broj,21.1 Broj,397 Broj,106 Broj,3.7 Broj,356 Broj,0 km,0 km,20111 Broj,237 Broj,0 Broj,0 %,0 Broj,0 %,4 Broj,0 Broj,54.5 %,31.4 %
33,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2014,300 km2,6174.12 ha,20.6 %,15 Broj,284 Broj,27134 Broj,85214 Broj,42305 Broj,42909 Broj,0.99 Odnos,1.01 Odnos,6343 Broj,7.4 %,7102 Broj,8.3 %,3508 Broj,4.1 %,69201 Broj,81.2 %,15653 Broj,18.4 %,58646 Broj,68.8 %,19537 Broj,22.9 %,13123 Broj,15.4 %,40.71 Broj,112.5 Indeks,861 Broj,10.1 ‰,873 Broj,10.24 ‰,4 Broj,4.6 ‰,-12 Broj,-0.14 ‰,98.63 Indeks,1.45 Koeficijent,73.6 Broj,78.9 Broj,45.3 Broj,22.9 Broj,22.4 Broj,377 Broj,24 Broj,15.7 Broj,435 Broj,0 km,0 km,20491 Broj,240 Broj,0 Broj,0 %,0 Broj,0 %,49 Broj,0.6 Broj,54.5 %,31.4 %
34,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2015,300 km2,6174.12 ha,20.6 %,15 Broj,286 Broj,27134 Broj,85654 Broj,42522 Broj,43132 Broj,0.99 Odnos,1.01 Odnos,6293 Broj,7.3 %,7217 Broj,8.4 %,3447 Broj,4 %,69590 Broj,81.2 %,15347 Broj,17.9 %,58304 Broj,68.1 %,19541 Broj,22.8 %,13840 Broj,16.2 %,40.96 Broj,116.7 Indeks,855 Broj,9.98 ‰,881 Broj,10.29 ‰,3 Broj,3.5 ‰,-26 Broj,-0.3 ‰,97.05 Indeks,1.47 Koeficijent,74.3 Broj,79.2 Broj,46.9 Broj,23.2 Broj,23.7 Broj,409 Broj,110 Broj,3.7 Broj,482 Broj,0 km,0 km,21087 Broj,246 Broj,0 Broj,0 %,0 Broj,0 %,88 Broj,1 Broj,54.5 %,31.4 %
35,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2016,300 km2,6174.12 ha,20.6 %,15 Broj,287 Broj,27134 Broj,86099 Broj,42724 Broj,43375 Broj,0.98 Odnos,1.02 Odnos,6187 Broj,7.2 %,7333 Broj,8.5 %,3470 Broj,4 %,69997 Broj,81.3 %,15154 Broj,17.6 %,58011 Broj,67.4 %,19560 Broj,22.7 %,14568 Broj,16.9 %,41.24 Broj,120.5 Indeks,826 Broj,9.59 ‰,890 Broj,10.34 ‰,5 Broj,6.1 ‰,-64 Broj,-0.74 ‰,92.81 Indeks,1.43 Koeficijent,74.5 Broj,78.9 Broj,48.4 Broj,23.3 Broj,25.1 Broj,423 Broj,83 Broj,5.1 Broj,497 Broj,0 km,0 km,22037 Broj,256 Broj,0 Broj,0 %,0 Broj,0 %,89 Broj,1 Broj,53.1 %,28.6 %
36,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2017,300 km2,6202.32 ha,20.7 %,15 Broj,288 Broj,27134 Broj,86391 Broj,42843 Broj,43548 Broj,0.98 Odnos,1.02 Odnos,6084 Broj,7 %,7364 Broj,8.5 %,3523 Broj,4.1 %,70296 Broj,81.4 %,15035 Broj,17.4 %,57642 Broj,66.7 %,19584 Broj,22.7 %,15301 Broj,17.7 %,41.53 Broj,123.6 Indeks,825 Broj,9.55 ‰,975 Broj,11.29 ‰,2 Broj,2.4 ‰,-150 Broj,-1.74 ‰,84.62 Indeks,1.44 Koeficijent,74.2 Broj,78.9 Broj,49.9 Broj,23.3 Broj,26.5 Broj,402 Broj,89 Broj,4.5 Broj,301 Broj,0 km,0 km,23185 Broj,268 Broj,0 Broj,0 %,0 Broj,0 %,63 Broj,0.7 Broj,53.1 %,28.6 %
37,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2018,300 km2,6202.32 ha,20.7 %,15 Broj,289 Broj,27134 Broj,86585 Broj,42925 Broj,43660 Broj,0.98 Odnos,1.02 Odnos,5990 Broj,6.9 %,7362 Broj,8.5 %,3594 Broj,4.2 %,70507 Broj,81.4 %,14886 Broj,17.2 %,57157 Broj,66 %,19595 Broj,22.6 %,16076 Broj,18.6 %,41.8 Broj,126.5 Indeks,808 Broj,9.33 ‰,926 Broj,10.69 ‰,6 Broj,7.4 ‰,-118 Broj,-1.36 ‰,87.26 Indeks,1.43 Koeficijent,74.3 Broj,78.8 Broj,51.5 Broj,23.4 Broj,28.1 Broj,416 Broj,118 Broj,3.5 Broj,356 Broj,0 km,0 km,23651 Broj,273 Broj,0 Broj,0 %,0 Broj,0 %,70 Broj,0.8 Broj,53.1 %,28.6 %
38,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2019,300 km2,6202.32 ha,20.7 %,15 Broj,290 Broj,27134 Broj,86908 Broj,43108 Broj,43800 Broj,0.98 Odnos,1.02 Odnos,5882 Broj,6.8 %,7396 Broj,8.5 %,3692 Broj,4.2 %,70837 Broj,81.5 %,14778 Broj,17 %,56763 Broj,65.3 %,19596 Broj,22.5 %,16867 Broj,19.4 %,42.05 Broj,129 Indeks,855 Broj,9.84 ‰,947 Broj,10.9 ‰,5 Broj,5.8 ‰,-92 Broj,-1.06 ‰,90.29 Indeks,1.54 Koeficijent,74.3 Broj,79 Broj,53.1 Broj,23.4 Broj,29.7 Broj,416 Broj,150 Broj,2.8 Broj,500 Broj,0 km,0 km,24979 Broj,287 Broj,0 Broj,0 %,0 Broj,0 %,68 Broj,0.8 Broj,53.1 %,28.6 %
39,Beograd-Grocka,Beogradska oblast (Grad Beograd),Beograd-Grocka,Beogradska oblast (Grad Beograd),2020,300 km2,6202.32 ha,20.7 %,15 Broj,290 Broj,27134 Broj,87102 Broj,43195 Broj,43907 Broj,0.98 Odnos,1.02 Odnos,5801 Broj,6.7 %,7408 Broj,8.5 %,3733 Broj,4.3 %,71100 Broj,81.6 %,14707 Broj,16.9 %,56393 Broj,64.7 %,19561 Broj,22.5 %,17500 Broj,20.1 %,42.22 Broj,130.8 Indeks,742 Broj,8.52 ‰,1117 Broj,12.82 ‰,3 Broj,4 ‰,-375 Broj,-4.31 ‰,66.43 Indeks,1.35 Koeficijent,73.8 Broj,78.9 Broj,54.5 Broj,23.4 Broj,31 Broj,248 Broj,100 Broj,2.5 Broj,355 Broj,0 km,0 km,26349 Broj,303 Broj,0 Broj,0 %,0 Broj,0 %,53 Broj,0.6 Broj,43.4 %,37.1 %
40,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2011,379 km2,6523.03 ha,17.2 %,34 Broj,155 Broj,18862 Broj,58596 Broj,28728 Broj,29868 Broj,0.96 Odnos,1.04 Odnos,4159 Broj,7.1 %,4724 Broj,8.1 %,2862 Broj,4.9 %,47599 Broj,81.2 %,11888 Broj,20.3 %,41323 Broj,70.5 %,13871 Broj,23.7 %,8390 Broj,14.3 %,40.51 Broj,97.3 Indeks,623 Broj,10.63 ‰,737 Broj,12.58 ‰,3 Broj,4.8 ‰,-114 Broj,-1.95 ‰,84.53 Indeks,1.55 Koeficijent,70.5 Broj,76.3 Broj,41.8 Broj,21.5 Broj,20.3 Broj,381 Broj,5 Broj,76.2 Broj,78 Broj,0 km,0 km,17023 Broj,291 Broj,0 Broj,0 %,0 Broj,0 %,67 Broj,1.1 Broj,67.4 %,19.7 %
41,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2012,383 km2,6523.03 ha,17 %,34 Broj,153 Broj,18862 Broj,58523 Broj,28661 Broj,29862 Broj,0.96 Odnos,1.04 Odnos,4228 Broj,7.2 %,4687 Broj,8 %,2741 Broj,4.7 %,47611 Broj,81.4 %,11678 Broj,20 %,41173 Broj,70.4 %,13699 Broj,23.4 %,8435 Broj,14.4 %,40.64 Broj,100.4 Indeks,669 Broj,11.43 ‰,790 Broj,13.5 ‰,6 Broj,9 ‰,-121 Broj,-2.07 ‰,84.68 Indeks,1.67 Koeficijent,70.7 Broj,77.3 Broj,42.1 Broj,21.7 Broj,20.5 Broj,369 Broj,2 Broj,184.5 Broj,12 Broj,0 km,0 km,17830 Broj,305 Broj,0 Broj,0 %,0 Broj,0 %,301 Broj,5.1 Broj,66.6 %,34.4 %
42,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2013,383 km2,6523.03 ha,17 %,34 Broj,152 Broj,18862 Broj,58352 Broj,28556 Broj,29796 Broj,0.96 Odnos,1.04 Odnos,4248 Broj,7.3 %,4674 Broj,8 %,2600 Broj,4.5 %,47550 Broj,81.5 %,11442 Broj,19.6 %,40894 Broj,70.1 %,13538 Broj,23.2 %,8536 Broj,14.6 %,40.78 Broj,104.5 Indeks,595 Broj,10.2 ‰,756 Broj,12.96 ‰,6 Broj,10.1 ‰,-161 Broj,-2.76 ‰,78.7 Indeks,1.5 Koeficijent,71.1 Broj,77 Broj,42.7 Broj,21.8 Broj,20.9 Broj,362 Broj,2 Broj,181 Broj,-73 Broj,0 km,0 km,18386 Broj,315 Broj,0 Broj,0 %,0 Broj,0 %,44 Broj,0.8 Broj,66.6 %,34.4 %
43,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2014,383 km2,6459.81 ha,16.9 %,34 Broj,152 Broj,18862 Broj,58049 Broj,28405 Broj,29644 Broj,0.96 Odnos,1.04 Odnos,4203 Broj,7.2 %,4660 Broj,8 %,2477 Broj,4.3 %,47383 Broj,81.6 %,11168 Broj,19.2 %,40488 Broj,69.7 %,13395 Broj,23.1 %,8698 Broj,15 %,40.97 Broj,109.4 Indeks,658 Broj,11.34 ‰,789 Broj,13.59 ‰,4 Broj,6.1 ‰,-131 Broj,-2.26 ‰,83.4 Indeks,1.67 Koeficijent,71.3 Broj,76.4 Broj,43.4 Broj,21.9 Broj,21.5 Broj,369 Broj,65 Broj,5.7 Broj,-241 Broj,0 km,0 km,18623 Broj,321 Broj,0 Broj,0 %,0 Broj,0 %,115 Broj,2 Broj,66.6 %,34.4 %
44,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2015,383 km2,6459.81 ha,16.9 %,34 Broj,151 Broj,18862 Broj,57735 Broj,28272 Broj,29463 Broj,0.96 Odnos,1.04 Odnos,4251 Broj,7.4 %,4658 Broj,8.1 %,2377 Broj,4.1 %,47064 Broj,81.5 %,10827 Broj,18.8 %,39903 Broj,69.1 %,13201 Broj,22.9 %,8923 Broj,15.5 %,41.11 Broj,113.2 Indeks,690 Broj,11.95 ‰,784 Broj,13.58 ‰,2 Broj,2.9 ‰,-94 Broj,-1.63 ‰,88.01 Indeks,1.77 Koeficijent,72 Broj,76.1 Broj,44.7 Broj,22.3 Broj,22.4 Broj,366 Broj,106 Broj,3.5 Broj,-162 Broj,0 km,0 km,18546 Broj,321 Broj,0 Broj,0 %,0 Broj,0 %,84 Broj,1.5 Broj,66.6 %,34.4 %
45,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2016,383 km2,6459.81 ha,16.9 %,34 Broj,150 Broj,18862 Broj,57444 Broj,28125 Broj,29319 Broj,0.96 Odnos,1.04 Odnos,4312 Broj,7.5 %,4631 Broj,8.1 %,2350 Broj,4.1 %,46750 Broj,81.4 %,10532 Broj,18.3 %,39348 Broj,68.5 %,12998 Broj,22.6 %,9153 Broj,15.9 %,41.26 Broj,116.3 Indeks,639 Broj,11.12 ‰,718 Broj,12.5 ‰,3 Broj,4.7 ‰,-79 Broj,-1.38 ‰,89 Indeks,1.66 Koeficijent,72.3 Broj,76.5 Broj,46 Broj,22.7 Broj,23.3 Broj,341 Broj,90 Broj,3.8 Broj,-247 Broj,0 km,0 km,18780 Broj,327 Broj,0 Broj,0 %,0 Broj,0 %,101 Broj,1.8 Broj,67.8 %,29.5 %
46,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2017,383 km2,6488 ha,16.9 %,34 Broj,149 Broj,18862 Broj,57136 Broj,27978 Broj,29158 Broj,0.96 Odnos,1.04 Odnos,4320 Broj,7.6 %,4653 Broj,8.1 %,2315 Broj,4.1 %,46441 Broj,81.3 %,10222 Broj,17.9 %,38764 Broj,67.8 %,12803 Broj,22.4 %,9399 Broj,16.5 %,41.4 Broj,118.6 Indeks,642 Broj,11.24 ‰,808 Broj,14.14 ‰,5 Broj,7.8 ‰,-166 Broj,-2.91 ‰,79.46 Indeks,1.7 Koeficijent,72.6 Broj,77 Broj,47.4 Broj,23.1 Broj,24.2 Broj,337 Broj,120 Broj,2.8 Broj,-125 Broj,0 km,0 km,19285 Broj,338 Broj,0 Broj,0 %,0 Broj,0 %,72 Broj,1.3 Broj,67.8 %,29.5 %
47,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2018,383 km2,6488 ha,16.9 %,34 Broj,148 Broj,18862 Broj,56865 Broj,27878 Broj,28987 Broj,0.96 Odnos,1.04 Odnos,4294 Broj,7.6 %,4704 Broj,8.3 %,2281 Broj,4 %,46154 Broj,81.2 %,9953 Broj,17.5 %,38144 Broj,67.1 %,12620 Broj,22.2 %,9723 Broj,17.1 %,41.54 Broj,120.5 Indeks,571 Broj,10.04 ‰,720 Broj,12.66 ‰,2 Broj,3.5 ‰,-149 Broj,-2.62 ‰,79.31 Indeks,1.54 Koeficijent,73.2 Broj,77.5 Broj,49.1 Broj,23.6 Broj,25.5 Broj,332 Broj,120 Broj,2.8 Broj,-101 Broj,0 km,0 km,19502 Broj,343 Broj,0 Broj,0 %,0 Broj,0 %,180 Broj,3.2 Broj,67.8 %,29.5 %
48,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Beograd-Lazarevac,Beogradska oblast (Grad Beograd),2019,383 km2,6488 ha,16.9 %,34 Broj,148 Broj,18862 Broj,56595 Broj,27726 Broj,28869 Broj,0.96 Odnos,1.04 Odnos,4258 Broj,7.5 %,4719 Broj,8.3 %,2299 Broj,4.1 %,45896 Broj,81.1 %,9740 Broj,17.2 %,37537 Broj,66.3 %,12479 Broj,22 %,10081 Broj,17.8 %,41.7 Broj,122.6 Indeks,642 Broj,11.34 ‰,783 Broj,13.84 ‰,0 Broj,0 ‰,-141 Broj,-2.49 ‰,81.99 Indeks,1.77 Koeficijent,72.9 Broj,77.6 Broj,50.8 Broj,23.9 Broj,26.9 Broj,353 Broj,154 Broj,2.3 Broj,-150 Broj,0 km,0 km,20181 Broj,357 Broj,0 Broj,0 %,0 Broj,0 %,169 Broj,3 Broj,67.8 %,29.5 %
