,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
140,Kladovo,Borska oblast,Kladovo,Borska oblast,2011,629 km2,28797.48 ha,45.8 %,23 Broj,33 Broj,7745 Broj,20691 Broj,10107 Broj,10584 Broj,0.95 Odnos,1.05 Odnos,1049 Broj,5.1 %,1330 Broj,6.4 %,831 Broj,4 %,17679 Broj,85.4 %,3072 Broj,14.8 %,13262 Broj,64.1 %,3830 Broj,18.5 %,5050 Broj,24.4 %,46.7 Broj,203.7 Indeks,142 Broj,6.86 ‰,402 Broj,19.43 ‰,0 Broj,0 ‰,-260 Broj,-12.57 ‰,35.32 Indeks,1.39 Koeficijent,70.7 Broj,77.7 Broj,56 Broj,17.9 Broj,38.1 Broj,117 Broj,33 Broj,3.5 Broj,-17 Broj,255.18 km,0.4 km,5110 Broj,247 Broj,7118 Broj,91.9 %,5611 Broj,72.4 %,8 Broj,0.4 Broj,56.2 %,20 %
141,Kladovo,Borska oblast,Kladovo,Borska oblast,2012,629 km2,28797.48 ha,45.8 %,23 Broj,32 Broj,7745 Broj,20416 Broj,9967 Broj,10449 Broj,0.95 Odnos,1.05 Odnos,1036 Broj,5.1 %,1312 Broj,6.4 %,817 Broj,4 %,17465 Broj,85.5 %,3041 Broj,14.9 %,13053 Broj,63.9 %,3777 Broj,18.5 %,5015 Broj,24.6 %,46.79 Broj,205.8 Indeks,147 Broj,7.2 ‰,405 Broj,19.84 ‰,1 Broj,6.8 ‰,-258 Broj,-12.64 ‰,36.3 Indeks,1.44 Koeficijent,71 Broj,78 Broj,56.4 Broj,18 Broj,38.4 Broj,108 Broj,78 Broj,1.4 Broj,-16 Broj,255.18 km,0.4 km,5251 Broj,257 Broj,7118 Broj,91.9 %,5820 Broj,75.1 %,0 Broj,0 Broj,53.3 %,14.3 %
142,Kladovo,Borska oblast,Kladovo,Borska oblast,2013,629 km2,28797.48 ha,45.8 %,23 Broj,32 Broj,7745 Broj,20135 Broj,9837 Broj,10298 Broj,0.96 Odnos,1.05 Odnos,1005 Broj,5 %,1301 Broj,6.5 %,772 Broj,3.8 %,17265 Broj,85.7 %,2974 Broj,14.8 %,12765 Broj,63.4 %,3716 Broj,18.5 %,5064 Broj,25.2 %,46.94 Broj,210.9 Indeks,116 Broj,5.76 ‰,389 Broj,19.32 ‰,3 Broj,25.9 ‰,-273 Broj,-13.56 ‰,29.82 Indeks,1.18 Koeficijent,70.9 Broj,78 Broj,57.7 Broj,18.1 Broj,39.7 Broj,98 Broj,26 Broj,3.8 Broj,-14 Broj,246.24 km,0.4 km,5370 Broj,267 Broj,7118 Broj,91.9 %,5820 Broj,75.1 %,22 Broj,1.1 Broj,53.3 %,14.3 %
143,Kladovo,Borska oblast,Kladovo,Borska oblast,2014,629 km2,29378.81 ha,46.7 %,23 Broj,32 Broj,7745 Broj,19834 Broj,9693 Broj,10141 Broj,0.96 Odnos,1.05 Odnos,974 Broj,4.9 %,1267 Broj,6.4 %,735 Broj,3.7 %,17061 Broj,86 %,2908 Broj,14.7 %,12477 Broj,62.9 %,3666 Broj,18.5 %,5116 Broj,25.8 %,47.13 Broj,218.2 Indeks,109 Broj,5.5 ‰,407 Broj,20.52 ‰,1 Broj,9.2 ‰,-298 Broj,-15.02 ‰,26.78 Indeks,1.12 Koeficijent,70.7 Broj,77.7 Broj,59 Broj,18 Broj,41 Broj,108 Broj,39 Broj,2.8 Broj,-17 Broj,246.24 km,0.4 km,5419 Broj,273 Broj,7120 Broj,91.9 %,5950 Broj,76.8 %,57 Broj,2.9 Broj,53.3 %,14.3 %
144,Kladovo,Borska oblast,Kladovo,Borska oblast,2015,629 km2,29378.81 ha,46.7 %,23 Broj,31 Broj,7745 Broj,19532 Broj,9550 Broj,9982 Broj,0.96 Odnos,1.05 Odnos,960 Broj,4.9 %,1243 Broj,6.4 %,693 Broj,3.5 %,16821 Broj,86.1 %,2854 Broj,14.6 %,12201 Broj,62.5 %,3617 Broj,18.5 %,5128 Broj,26.3 %,47.24 Broj,223 Indeks,138 Broj,7.07 ‰,424 Broj,21.71 ‰,0 Broj,0 ‰,-286 Broj,-14.64 ‰,32.55 Indeks,1.43 Koeficijent,71.9 Broj,77 Broj,60.1 Broj,18.1 Broj,42 Broj,77 Broj,31 Broj,2.5 Broj,-5 Broj,246.24 km,0.4 km,5415 Broj,277 Broj,7120 Broj,91.9 %,5950 Broj,76.8 %,13 Broj,0.7 Broj,53.3 %,14.3 %
145,Kladovo,Borska oblast,Kladovo,Borska oblast,2016,629 km2,29378.81 ha,46.7 %,23 Broj,31 Broj,7745 Broj,19222 Broj,9401 Broj,9821 Broj,0.96 Odnos,1.04 Odnos,924 Broj,4.8 %,1244 Broj,6.5 %,666 Broj,3.5 %,16559 Broj,86.1 %,2791 Broj,14.5 %,11913 Broj,62 %,3546 Broj,18.4 %,5141 Broj,26.7 %,47.36 Broj,228.4 Indeks,111 Broj,5.77 ‰,382 Broj,19.87 ‰,1 Broj,9 ‰,-271 Broj,-14.1 ‰,29.06 Indeks,1.18 Koeficijent,72.3 Broj,76.4 Broj,61.4 Broj,18.2 Broj,43.2 Broj,128 Broj,36 Broj,3.6 Broj,-57 Broj,247.08 km,0.4 km,5475 Broj,285 Broj,7120 Broj,91.9 %,5950 Broj,76.8 %,5 Broj,0.3 Broj,52.5 %,21.4 %
146,Kladovo,Borska oblast,Kladovo,Borska oblast,2017,629 km2,28150.01 ha,44.8 %,23 Broj,30 Broj,7745 Broj,18926 Broj,9254 Broj,9672 Broj,0.96 Odnos,1.05 Odnos,893 Broj,4.7 %,1224 Broj,6.5 %,663 Broj,3.5 %,16319 Broj,86.2 %,2737 Broj,14.5 %,11638 Broj,61.5 %,3478 Broj,18.4 %,5171 Broj,27.3 %,47.52 Broj,232.7 Indeks,124 Broj,6.55 ‰,374 Broj,19.76 ‰,1 Broj,8.1 ‰,-250 Broj,-13.21 ‰,33.16 Indeks,1.35 Koeficijent,73.1 Broj,76.7 Broj,62.6 Broj,18.2 Broj,44.4 Broj,108 Broj,45 Broj,2.4 Broj,-14 Broj,257.37 km,0.4 km,5605 Broj,296 Broj,7120 Broj,91.9 %,5950 Broj,76.8 %,41 Broj,2.2 Broj,52.5 %,21.4 %
147,Kladovo,Borska oblast,Kladovo,Borska oblast,2018,629 km2,28150.01 ha,44.8 %,23 Broj,30 Broj,7745 Broj,18643 Broj,9115 Broj,9528 Broj,0.96 Odnos,1.05 Odnos,885 Broj,4.7 %,1209 Broj,6.5 %,646 Broj,3.5 %,16065 Broj,86.2 %,2685 Broj,14.4 %,11354 Broj,60.9 %,3410 Broj,18.3 %,5195 Broj,27.9 %,47.61 Broj,232.4 Indeks,127 Broj,6.81 ‰,405 Broj,21.72 ‰,0 Broj,0 ‰,-278 Broj,-14.91 ‰,31.36 Indeks,1.38 Koeficijent,72.2 Broj,77.3 Broj,64.2 Broj,18.4 Broj,45.8 Broj,112 Broj,19 Broj,5.9 Broj,-25 Broj,257.37 km,0.4 km,5578 Broj,299 Broj,7120 Broj,91.9 %,5950 Broj,76.8 %,64 Broj,3.4 Broj,52.5 %,21.4 %
148,Kladovo,Borska oblast,Kladovo,Borska oblast,2019,629 km2,28150.01 ha,44.8 %,23 Broj,29 Broj,7745 Broj,18332 Broj,8965 Broj,9367 Broj,0.96 Odnos,1.04 Odnos,864 Broj,4.7 %,1201 Broj,6.6 %,640 Broj,3.5 %,15788 Broj,86.1 %,2643 Broj,14.4 %,11081 Broj,60.4 %,3350 Broj,18.3 %,5186 Broj,28.3 %,47.69 Broj,233.1 Indeks,123 Broj,6.71 ‰,399 Broj,21.77 ‰,0 Broj,0 ‰,-276 Broj,-15.06 ‰,30.83 Indeks,1.37 Koeficijent,71.9 Broj,78.2 Broj,65.4 Broj,18.6 Broj,46.8 Broj,115 Broj,32 Broj,3.6 Broj,-42 Broj,257.37 km,0.4 km,5649 Broj,308 Broj,7120 Broj,91.9 %,6732 Broj,86.9 %,55 Broj,3 Broj,43.5 %,32.1 %
149,Kladovo,Borska oblast,Kladovo,Borska oblast,2020,629 km2,28195 ha,44.8 %,23 Broj,29 Broj,7745 Broj,18002 Broj,8800 Broj,9202 Broj,0.96 Odnos,1.05 Odnos,830 Broj,4.6 %,1169 Broj,6.5 %,644 Broj,3.6 %,15529 Broj,86.3 %,2611 Broj,14.5 %,10849 Broj,60.3 %,3306 Broj,18.4 %,5154 Broj,28.6 %,47.72 Broj,234.8 Indeks,80 Broj,4.44 ‰,416 Broj,23.11 ‰,0 Broj,0 ‰,-336 Broj,-18.66 ‰,19.23 Indeks,0.91 Koeficijent,71.4 Broj,78.5 Broj,65.9 Broj,18.4 Broj,47.5 Broj,54 Broj,34 Broj,1.6 Broj,-6 Broj,257.37 km,0.4 km,5619 Broj,312 Broj,7500 Broj,96.8 %,6750 Broj,87.2 %,54 Broj,3 Broj,43.5 %,32.1 %
150,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2011,1202 km2,42420.98 ha,35.3 %,86 Broj,26 Broj,11572 Broj,31603 Broj,15421 Broj,16182 Broj,0.95 Odnos,1.05 Odnos,1482 Broj,4.7 %,1866 Broj,5.9 %,1113 Broj,3.5 %,27422 Broj,86.8 %,4500 Broj,14.2 %,19660 Broj,62.2 %,5524 Broj,17.5 %,8595 Broj,27.2 %,48.48 Broj,244.7 Indeks,210 Broj,6.64 ‰,720 Broj,22.78 ‰,2 Broj,9.5 ‰,-510 Broj,-16.14 ‰,29.17 Indeks,1.42 Koeficijent,72.2 Broj,77.5 Broj,60.7 Broj,17 Broj,43.7 Broj,122 Broj,24 Broj,5.1 Broj,-61 Broj,501.45 km,0.4 km,6088 Broj,193 Broj,8310 Broj,71.8 %,4774 Broj,41.3 %,30 Broj,0.9 Broj,41.6 %,20 %
151,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2012,1202 km2,42420.98 ha,35.3 %,86 Broj,26 Broj,11572 Broj,31042 Broj,15157 Broj,15885 Broj,0.95 Odnos,1.05 Odnos,1469 Broj,4.7 %,1825 Broj,5.9 %,1086 Broj,3.5 %,26946 Broj,86.8 %,4383 Broj,14.1 %,19314 Broj,62.2 %,5422 Broj,17.5 %,8434 Broj,27.2 %,48.55 Broj,247.3 Indeks,211 Broj,6.8 ‰,706 Broj,22.74 ‰,1 Broj,4.7 ‰,-495 Broj,-15.95 ‰,29.89 Indeks,1.47 Koeficijent,72.2 Broj,77.5 Broj,60.7 Broj,17.1 Broj,43.7 Broj,110 Broj,41 Broj,2.7 Broj,-55 Broj,501.45 km,0.4 km,6259 Broj,202 Broj,8311 Broj,71.8 %,5504 Broj,47.6 %,15 Broj,0.5 Broj,70.4 %,32.5 %
152,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2013,1202 km2,42420.98 ha,35.3 %,86 Broj,25 Broj,11572 Broj,30491 Broj,14900 Broj,15591 Broj,0.96 Odnos,1.05 Odnos,1453 Broj,4.8 %,1800 Broj,5.9 %,1036 Broj,3.4 %,26479 Broj,86.8 %,4233 Broj,13.9 %,18789 Broj,61.6 %,5324 Broj,17.5 %,8449 Broj,27.7 %,48.64 Broj,252 Indeks,164 Broj,5.38 ‰,692 Broj,22.7 ‰,2 Broj,12.2 ‰,-528 Broj,-17.32 ‰,23.7 Indeks,1.16 Koeficijent,72.1 Broj,77.6 Broj,62.3 Broj,17.3 Broj,45 Broj,106 Broj,29 Broj,3.7 Broj,-25 Broj,500.5 km,0.4 km,6320 Broj,207 Broj,8338 Broj,72.1 %,5536 Broj,47.8 %,4 Broj,0.1 Broj,70.4 %,32.5 %
153,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2014,1202 km2,42864.54 ha,35.7 %,86 Broj,25 Broj,11572 Broj,29948 Broj,14662 Broj,15286 Broj,0.96 Odnos,1.04 Odnos,1439 Broj,4.8 %,1793 Broj,6 %,973 Broj,3.2 %,26012 Broj,86.9 %,4077 Broj,13.6 %,18242 Broj,60.9 %,5215 Broj,17.4 %,8474 Broj,28.3 %,48.7 Broj,256 Indeks,205 Broj,6.85 ‰,714 Broj,23.84 ‰,2 Broj,9.8 ‰,-509 Broj,-17 ‰,28.71 Indeks,1.49 Koeficijent,72.4 Broj,77 Broj,64.2 Broj,17.7 Broj,46.5 Broj,97 Broj,50 Broj,1.9 Broj,-23 Broj,491.4 km,0.4 km,6392 Broj,213 Broj,9410 Broj,81.3 %,5723 Broj,49.5 %,4 Broj,0.1 Broj,70.4 %,32.5 %
154,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2015,1202 km2,42864.54 ha,35.7 %,86 Broj,24 Broj,11572 Broj,29413 Broj,14422 Broj,14991 Broj,0.96 Odnos,1.04 Odnos,1430 Broj,4.9 %,1778 Broj,6 %,938 Broj,3.2 %,25523 Broj,86.8 %,3964 Broj,13.5 %,17753 Broj,60.4 %,5131 Broj,17.4 %,8452 Broj,28.7 %,48.68 Broj,256.7 Indeks,197 Broj,6.7 ‰,721 Broj,24.51 ‰,3 Broj,15.2 ‰,-524 Broj,-17.82 ‰,27.32 Indeks,1.46 Koeficijent,72 Broj,76.9 Broj,65.7 Broj,18.1 Broj,47.6 Broj,113 Broj,48 Broj,2.4 Broj,-15 Broj,491.4 km,0.4 km,6478 Broj,220 Broj,9410 Broj,81.3 %,5743 Broj,49.6 %,4 Broj,0.1 Broj,70.4 %,32.5 %
155,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2016,1202 km2,42864.54 ha,35.7 %,86 Broj,24 Broj,11572 Broj,28896 Broj,14180 Broj,14716 Broj,0.96 Odnos,1.04 Odnos,1417 Broj,4.9 %,1764 Broj,6.1 %,914 Broj,3.2 %,25035 Broj,86.6 %,3862 Broj,13.4 %,17273 Broj,59.8 %,5045 Broj,17.5 %,8442 Broj,29.2 %,48.68 Broj,256.5 Indeks,228 Broj,7.89 ‰,629 Broj,21.77 ‰,1 Broj,4.4 ‰,-401 Broj,-13.88 ‰,36.25 Indeks,1.73 Koeficijent,72 Broj,77.6 Broj,67.3 Broj,18.4 Broj,48.9 Broj,99 Broj,45 Broj,2.2 Broj,-92 Broj,483.65 km,0.4 km,6588 Broj,228 Broj,9501 Broj,82.1 %,5854 Broj,50.6 %,4 Broj,0.1 Broj,57.9 %,35 %
156,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2017,1202 km2,45983.3 ha,38.3 %,86 Broj,24 Broj,11572 Broj,28402 Broj,13952 Broj,14450 Broj,0.97 Odnos,1.04 Odnos,1397 Broj,4.9 %,1746 Broj,6.1 %,909 Broj,3.2 %,24566 Broj,86.5 %,3774 Broj,13.3 %,16805 Broj,59.2 %,4935 Broj,17.4 %,8454 Broj,29.8 %,48.74 Broj,256.7 Indeks,177 Broj,6.23 ‰,650 Broj,22.89 ‰,1 Broj,5.6 ‰,-473 Broj,-16.65 ‰,27.23 Indeks,1.37 Koeficijent,72.1 Broj,78.2 Broj,69 Broj,18.7 Broj,50.3 Broj,88 Broj,33 Broj,2.7 Broj,-22 Broj,490.44 km,0.4 km,6743 Broj,237 Broj,9525 Broj,82.3 %,5896 Broj,51 %,12 Broj,0.4 Broj,57.9 %,35 %
157,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2018,1202 km2,45983.3 ha,38.3 %,86 Broj,23 Broj,11572 Broj,27921 Broj,13736 Broj,14185 Broj,0.97 Odnos,1.03 Odnos,1346 Broj,4.8 %,1719 Broj,6.2 %,931 Broj,3.3 %,24157 Broj,86.5 %,3703 Broj,13.3 %,16343 Broj,58.5 %,4827 Broj,17.3 %,8513 Broj,30.5 %,48.85 Broj,257.9 Indeks,157 Broj,5.62 ‰,576 Broj,20.63 ‰,2 Broj,12.7 ‰,-419 Broj,-15.01 ‰,27.26 Indeks,1.27 Koeficijent,73.2 Broj,78.5 Broj,70.8 Broj,18.8 Broj,52.1 Broj,100 Broj,46 Broj,2.2 Broj,-48 Broj,490.44 km,0.4 km,6672 Broj,239 Broj,9525 Broj,82.3 %,5896 Broj,51 %,20 Broj,0.7 Broj,57.9 %,35 %
158,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2019,1202 km2,45983.3 ha,38.3 %,86 Broj,23 Broj,11572 Broj,27476 Broj,13543 Broj,13933 Broj,0.97 Odnos,1.03 Odnos,1315 Broj,4.8 %,1698 Broj,6.2 %,925 Broj,3.4 %,23770 Broj,86.5 %,3610 Broj,13.1 %,15904 Broj,57.9 %,4726 Broj,17.2 %,8559 Broj,31.2 %,48.95 Broj,257.5 Indeks,192 Broj,6.99 ‰,610 Broj,22.2 ‰,0 Broj,0 ‰,-418 Broj,-15.21 ‰,31.48 Indeks,1.57 Koeficijent,73.7 Broj,78.2 Broj,72.8 Broj,18.9 Broj,53.8 Broj,84 Broj,36 Broj,2.3 Broj,-7 Broj,485.59 km,0.4 km,6924 Broj,252 Broj,9525 Broj,82.3 %,5896 Broj,51 %,20 Broj,0.7 Broj,57.9 %,35 %
159,Knjazevac,Zajecarska oblast,Knjaževac,Zaječarska oblast,2020,1202 km2,43321.54 ha,36 %,86 Broj,22 Broj,11572 Broj,27005 Broj,13321 Broj,13684 Broj,0.97 Odnos,1.03 Odnos,1312 Broj,4.9 %,1664 Broj,6.2 %,909 Broj,3.4 %,23351 Broj,86.5 %,3536 Broj,13.1 %,15521 Broj,57.5 %,4636 Broj,17.2 %,8508 Broj,31.5 %,48.85 Broj,256.8 Indeks,170 Broj,6.3 ‰,634 Broj,23.48 ‰,1 Broj,5.9 ‰,-464 Broj,-17.18 ‰,26.81 Indeks,1.45 Koeficijent,73.3 Broj,78.2 Broj,74 Broj,19.2 Broj,54.8 Broj,59 Broj,26 Broj,2.3 Broj,-51 Broj,485.59 km,0.4 km,7184 Broj,266 Broj,9525 Broj,82.3 %,5896 Broj,51 %,11 Broj,0.4 Broj,57.5 %,40 %
160,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2011,721 km2,34895.73 ha,48.4 %,26 Broj,22 Broj,5519 Broj,15548 Broj,7598 Broj,7950 Broj,0.96 Odnos,1.05 Odnos,709 Broj,4.6 %,1182 Broj,7.6 %,629 Broj,4 %,13194 Broj,84.9 %,2206 Broj,14.2 %,9575 Broj,61.6 %,2636 Broj,17 %,4082 Broj,26.3 %,47.54 Broj,206.5 Indeks,69 Broj,4.44 ‰,361 Broj,23.22 ‰,0 Broj,0 ‰,-292 Broj,-18.78 ‰,19.11 Indeks,0.99 Koeficijent,68.1 Broj,76.1 Broj,62.4 Broj,19.7 Broj,42.6 Broj,62 Broj,43 Broj,1.4 Broj,-62 Broj,233.96 km,0.3 km,3969 Broj,255 Broj,2079 Broj,37.7 %,1765 Broj,32 %,5 Broj,0.3 Broj,57.6 %,16.3 %
161,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2012,721 km2,34895.73 ha,48.4 %,26 Broj,21 Broj,5519 Broj,15201 Broj,7430 Broj,7771 Broj,0.96 Odnos,1.05 Odnos,663 Broj,4.4 %,1127 Broj,7.4 %,626 Broj,4.1 %,12947 Broj,85.2 %,2199 Broj,14.5 %,9403 Broj,61.9 %,2598 Broj,17.1 %,4008 Broj,26.4 %,47.69 Broj,213.4 Indeks,82 Broj,5.39 ‰,356 Broj,23.42 ‰,1 Broj,12.2 ‰,-274 Broj,-18.03 ‰,23.03 Indeks,1.2 Koeficijent,68.8 Broj,75.2 Broj,61.7 Broj,19 Broj,42.6 Broj,55 Broj,41 Broj,1.3 Broj,-66 Broj,233.96 km,0.3 km,4040 Broj,266 Broj,2081 Broj,37.7 %,1765 Broj,32 %,1 Broj,0.1 Broj,57.1 %,32.6 %
162,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2013,721 km2,34895.73 ha,48.4 %,26 Broj,21 Broj,5519 Broj,14853 Broj,7258 Broj,7595 Broj,0.96 Odnos,1.05 Odnos,636 Broj,4.3 %,1059 Broj,7.1 %,628 Broj,4.2 %,12680 Broj,85.4 %,2185 Broj,14.7 %,9160 Broj,61.7 %,2563 Broj,17.3 %,3998 Broj,26.9 %,47.85 Broj,220.4 Indeks,85 Broj,5.72 ‰,369 Broj,24.84 ‰,0 Broj,0 ‰,-284 Broj,-19.12 ‰,23.04 Indeks,1.28 Koeficijent,70.4 Broj,76.5 Broj,62.2 Broj,18.5 Broj,43.6 Broj,75 Broj,39 Broj,1.9 Broj,-72 Broj,320.96 km,0.4 km,4239 Broj,285 Broj,2081 Broj,37.7 %,1765 Broj,32 %,7 Broj,0.5 Broj,57.1 %,32.6 %
163,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2014,721 km2,34986.17 ha,48.5 %,26 Broj,20 Broj,5519 Broj,14515 Broj,7088 Broj,7427 Broj,0.95 Odnos,1.05 Odnos,609 Broj,4.2 %,1005 Broj,6.9 %,625 Broj,4.3 %,12418 Broj,85.6 %,2160 Broj,14.9 %,8918 Broj,61.4 %,2524 Broj,17.4 %,3983 Broj,27.4 %,48.01 Broj,227.8 Indeks,65 Broj,4.48 ‰,333 Broj,22.94 ‰,1 Broj,15.4 ‰,-268 Broj,-18.46 ‰,19.52 Indeks,1 Koeficijent,70.5 Broj,76.9 Broj,62.8 Broj,18.1 Broj,44.7 Broj,57 Broj,37 Broj,1.5 Broj,-52 Broj,320.96 km,0.4 km,4354 Broj,300 Broj,2081 Broj,37.7 %,1765 Broj,32 %,4 Broj,0.3 Broj,57.1 %,32.6 %
164,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2015,721 km2,34986.17 ha,48.5 %,26 Broj,20 Broj,5519 Broj,14192 Broj,6938 Broj,7254 Broj,0.96 Odnos,1.05 Odnos,592 Broj,4.2 %,959 Broj,6.8 %,617 Broj,4.3 %,12188 Broj,85.9 %,2147 Broj,15.1 %,8677 Broj,61.1 %,2484 Broj,17.5 %,3964 Broj,27.9 %,48.13 Broj,233.9 Indeks,73 Broj,5.14 ‰,369 Broj,26 ‰,2 Broj,27.4 ‰,-296 Broj,-20.86 ‰,19.78 Indeks,1.14 Koeficijent,69.9 Broj,76.7 Broj,63.6 Broj,17.9 Broj,45.7 Broj,64 Broj,40 Broj,1.6 Broj,-30 Broj,320.96 km,0.4 km,4523 Broj,319 Broj,2081 Broj,37.7 %,1765 Broj,32 %,0 Broj,0 Broj,57.1 %,32.6 %
165,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2016,721 km2,34986.17 ha,48.5 %,26 Broj,19 Broj,5519 Broj,13851 Broj,6781 Broj,7070 Broj,0.96 Odnos,1.04 Odnos,569 Broj,4.1 %,929 Broj,6.7 %,575 Broj,4.2 %,11945 Broj,86.2 %,2125 Broj,15.3 %,8426 Broj,60.8 %,2444 Broj,17.6 %,3927 Broj,28.4 %,48.15 Broj,236.1 Indeks,65 Broj,4.69 ‰,375 Broj,27.07 ‰,0 Broj,0 ‰,-310 Broj,-22.38 ‰,17.33 Indeks,1.04 Koeficijent,70.1 Broj,76.7 Broj,64.4 Broj,17.8 Broj,46.6 Broj,61 Broj,34 Broj,1.8 Broj,-46 Broj,320.66 km,0.4 km,4620 Broj,334 Broj,2084 Broj,37.8 %,1765 Broj,32 %,1 Broj,0.1 Broj,57.6 %,32.6 %
166,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2017,721 km2,35813.43 ha,49.7 %,26 Broj,19 Broj,5519 Broj,13551 Broj,6649 Broj,6902 Broj,0.96 Odnos,1.04 Odnos,542 Broj,4 %,899 Broj,6.6 %,539 Broj,4 %,11723 Broj,86.5 %,2094 Broj,15.5 %,8209 Broj,60.6 %,2416 Broj,17.8 %,3901 Broj,28.8 %,48.2 Broj,240.5 Indeks,75 Broj,5.53 ‰,301 Broj,22.21 ‰,0 Broj,0 ‰,-226 Broj,-16.68 ‰,24.92 Indeks,1.19 Koeficijent,71.4 Broj,77 Broj,65.1 Broj,17.6 Broj,47.5 Broj,69 Broj,42 Broj,1.6 Broj,-19 Broj,240.79 km,0.3 km,4771 Broj,352 Broj,2352 Broj,42.6 %,2120 Broj,38.4 %,6 Broj,0.4 Broj,57.6 %,32.6 %
167,Kucevo,Branicevska oblast,Kučevo,Braničevska oblast,2018,721 km2,35813.43 ha,49.7 %,26 Broj,18 Broj,5519 Broj,13273 Broj,6529 Broj,6744 Broj,0.97 Odnos,1.03 Odnos,534 Broj,4 %,838 Broj,6.3 %,530 Broj,4 %,11502 Broj,86.7 %,2079 Broj,15.7 %,8001 Broj,60.3 %,2390 Broj,18 %,3900 Broj,29.4 %,48.31 Broj,246.6 Indeks,68 Broj,5.12 ‰,326 Broj,24.56 ‰,0 Broj,0 ‰,-258 Broj,-19.44 ‰,20.86 Indeks,1.08 Koeficijent,72.7 Broj,78 Broj,65.9 Broj,17.1 Broj,48.7 Broj,69 Broj,33 Broj,2.1 Broj,-52 Broj,240.79 km,0.3 km,4646 Broj,350 Broj,2352 Broj,42.6 %,2120 Broj,38.4 %,12 Broj,0.9 Broj,57.6 %,32.6 %
